date,retail_recreation,grocery_pharmacy,parks,transit,workplaces,residential
2022-06-30,-20.0,-14.0,-14.0,-36.0,-37.0,7.0
2022-07-01,-20.0,-9.0,-16.0,-37.0,-38.0,7.0
2022-07-02,-23.0,-11.0,-24.0,-35.0,-24.0,2.0
2022-07-03,-20.0,-10.0,-7.0,-33.0,-20.0,0.0
2022-07-04,-31.0,-12.0,18.0,-51.0,-78.0,15.0
2022-07-05,-24.0,-15.0,-20.0,-38.0,-41.0,8.0
2022-07-06,-23.0,-15.0,-15.0,-38.0,-38.0,7.0
2022-07-07,-22.0,-15.0,-15.0,-39.0,-37.0,7.0
2022-07-08,-23.0,-15.0,-15.0,-39.0,-37.0,7.0
2022-07-09,-24.0,-15.0,-20.0,-36.0,-20.0,3.0
2022-07-10,-21.0,-15.0,-10.0,-32.0,-18.0,2.0
2022-07-11,-24.0,-14.0,-17.0,-38.0,-37.0,7.0
2022-07-12,-23.0,-16.0,-16.0,-39.0,-37.0,7.0
2022-07-13,-23.0,-16.0,-14.0,-39.0,-37.0,7.0
2022-07-14,-23.0,-17.0,-14.0,-38.0,-37.0,8.0
2022-07-15,-25.0,-16.0,-17.0,-39.0,-37.0,9.0
2022-07-16,-26.0,-16.0,-22.0,-36.0,-20.0,3.0
2022-07-17,-22.0,-15.0,-12.0,-33.0,-18.0,2.0
2022-07-18,-23.0,-15.0,-16.0,-38.0,-37.0,9.0
2022-07-19,-23.0,-14.0,-15.0,-39.0,-38.0,10.0
2022-07-20,-24.0,-15.0,-14.0,-39.0,-38.0,7.0
2022-07-21,-23.0,-16.0,-14.0,-38.0,-38.0,7.0
2022-07-22,-23.0,-14.0,-17.0,-39.0,-37.0,8.0
2022-07-23,-25.0,-16.0,-23.0,-36.0,-20.0,2.0
2022-07-24,-22.0,-18.0,-15.0,-33.0,-18.0,3.0
2022-07-25,-23.0,-16.0,-16.0,-39.0,-38.0,8.0
2022-07-26,-22.0,-13.0,-14.0,-39.0,-38.0,7.0
2022-07-27,-22.0,-15.0,-13.0,-38.0,-38.0,7.0
2022-07-28,-22.0,-15.0,-13.0,-38.0,-38.0,8.0
2022-07-29,-22.0,-10.0,-15.0,-38.0,-38.0,7.0
2022-07-30,-24.0,-16.0,-17.0,-35.0,-21.0,3.0
2022-07-31,-21.0,-16.0,-13.0,-32.0,-17.0,2.0
2022-08-01,-21.0,-13.0,-17.0,-38.0,-38.0,7.0
2022-08-02,-21.0,-14.0,-13.0,-39.0,-38.0,7.0
2022-08-03,-20.0,-13.0,-15.0,-38.0,-38.0,7.0
2022-08-04,-22.0,-15.0,-15.0,-39.0,-38.0,7.0
2022-08-05,-23.0,-14.0,-18.0,-39.0,-38.0,7.0
2022-08-06,-24.0,-14.0,-21.0,-35.0,-21.0,2.0
2022-08-07,-21.0,-15.0,-14.0,-33.0,-18.0,2.0
2022-08-08,-22.0,-14.0,-19.0,-38.0,-37.0,7.0
2022-08-09,-21.0,-13.0,-18.0,-39.0,-37.0,7.0
2022-08-10,-21.0,-14.0,-16.0,-38.0,-36.0,7.0
2022-08-11,-22.0,-15.0,-17.0,-39.0,-36.0,7.0
2022-08-12,-23.0,-14.0,-20.0,-39.0,-36.0,7.0
2022-08-13,-23.0,-14.0,-22.0,-36.0,-20.0,2.0
2022-08-14,-20.0,-13.0,-15.0,-32.0,-17.0,3.0
2022-08-15,-21.0,-13.0,-21.0,-36.0,-35.0,8.0
2022-08-16,-22.0,-13.0,-16.0,-37.0,-35.0,8.0
2022-08-17,-22.0,-13.0,-17.0,-37.0,-35.0,8.0
2022-08-18,-21.0,-14.0,-10.0,-35.0,-35.0,8.0
2022-08-19,-21.0,-13.0,-18.0,-37.0,-34.0,8.0
2022-08-20,-21.0,-14.0,-14.0,-35.0,-19.0,4.0
2022-08-21,-19.0,-14.0,-9.0,-31.0,-17.0,3.0
2022-08-22,-22.0,-14.0,-20.0,-35.0,-34.0,8.0
2022-08-23,-22.0,-14.0,-17.0,-36.0,-34.0,8.0
2022-08-24,-22.0,-15.0,-16.0,-36.0,-34.0,8.0
2022-08-25,-22.0,-15.0,-17.0,-36.0,-34.0,8.0
2022-08-26,-22.0,-14.0,-18.0,-37.0,-34.0,8.0
2022-08-27,-23.0,-14.0,-17.0,-35.0,-19.0,4.0
2022-08-28,-20.0,-15.0,-7.0,-32.0,-17.0,3.0
2022-08-29,-23.0,-15.0,-20.0,-35.0,-33.0,6.0
2022-08-30,-23.0,-14.0,-20.0,-36.0,-33.0,6.0
2022-08-31,-23.0,-15.0,-24.0,-36.0,-34.0,5.0
2022-09-01,-20.0,-12.0,-25.0,-35.0,-34.0,5.0
2022-09-02,-20.0,-10.0,-25.0,-38.0,-36.0,6.0
2022-09-03,-22.0,-13.0,-32.0,-36.0,-25.0,2.0
2022-09-04,-21.0,-15.0,-21.0,-36.0,-21.0,1.0
2022-09-05,-22.0,-14.0,-15.0,-52.0,-76.0,17.0
2022-09-06,-22.0,-10.0,-26.0,-35.0,-33.0,5.0
2022-09-07,-23.0,-12.0,-24.0,-36.0,-32.0,5.0
2022-09-08,-22.0,-14.0,-25.0,-36.0,-31.0,5.0
2022-09-09,-24.0,-14.0,-34.0,-38.0,-31.0,6.0
2022-09-10,-23.0,-13.0,-34.0,-37.0,-19.0,4.0
2022-09-11,-21.0,-15.0,-19.0,-33.0,-16.0,3.0
2022-09-12,-23.0,-14.0,-23.0,-35.0,-30.0,5.0
2022-09-13,-23.0,-14.0,-20.0,-36.0,-31.0,5.0
2022-09-14,-23.0,-15.0,-19.0,-36.0,-31.0,5.0
2022-09-15,-22.0,-16.0,-18.0,-35.0,-31.0,4.0
2022-09-16,-22.0,-14.0,-20.0,-37.0,-31.0,5.0
2022-09-17,-23.0,-15.0,-19.0,-35.0,-19.0,2.0
2022-09-18,-21.0,-17.0,-13.0,-32.0,-18.0,2.0
2022-09-19,-24.0,-16.0,-22.0,-35.0,-31.0,5.0
2022-09-20,-23.0,-15.0,-19.0,-36.0,-31.0,5.0
2022-09-21,-23.0,-16.0,-19.0,-36.0,-32.0,5.0
2022-09-22,-22.0,-16.0,-18.0,-35.0,-32.0,5.0
2022-09-23,-21.0,-14.0,-14.0,-35.0,-32.0,5.0
2022-09-24,-22.0,-16.0,-13.0,-34.0,-20.0,2.0
2022-09-25,-21.0,-16.0,-15.0,-32.0,-18.0,2.0
2022-09-26,-24.0,-16.0,-23.0,-37.0,-35.0,6.0
2022-09-27,-24.0,-16.0,-22.0,-37.0,-31.0,5.0
2022-09-28,-23.0,-16.0,-22.0,-37.0,-31.0,5.0
2022-09-29,-23.0,-17.0,-22.0,-37.0,-31.0,5.0
2022-09-30,-21.0,-14.0,-20.0,-36.0,-31.0,4.0
2022-10-01,-21.0,-14.0,-20.0,-34.0,-20.0,2.0
2022-10-02,-20.0,-15.0,-18.0,-32.0,-17.0,2.0
2022-10-03,-21.0,-13.0,-23.0,-34.0,-30.0,4.0
2022-10-04,-22.0,-13.0,-20.0,-36.0,-30.0,5.0
2022-10-05,-22.0,-15.0,-20.0,-38.0,-35.0,6.0
2022-10-06,-22.0,-16.0,-21.0,-36.0,-30.0,5.0
2022-10-07,-22.0,-14.0,-21.0,-37.0,-30.0,5.0
2022-10-08,-22.0,-15.0,-17.0,-34.0,-20.0,2.0
2022-10-09,-20.0,-16.0,-14.0,-32.0,-18.0,2.0
2022-10-10,-23.0,-15.0,-24.0,-37.0,-35.0,6.0
2022-10-11,-24.0,-16.0,-23.0,-36.0,-31.0,5.0
2022-10-12,-24.0,-18.0,-25.0,-37.0,-31.0,5.0
2022-10-13,-23.0,-17.0,-22.0,-35.0,-30.0,5.0
2022-10-14,-22.0,-14.0,-25.0,-36.0,-31.0,5.0
2022-10-15,-23.0,-16.0,-32.0,-35.0,-21.0,3.0
